,sentences1,sentences2,is_similar
6645,the man enjoys his cake , male   male  had a family that cared for him deeply ,0
6646,this was one if the nicest churches they ever visited ,the painting was amazing ,1
6647,this was one if the nicest churches they ever visited ,the wedding ceremony is held inside a church ,0
6648,the painting was amazing ,as were the stained glass windows ,1
6649,the painting was amazing ,i took the kids to the coast for some sightseeing after lunch ,0
6650,as were the stained glass windows ,and intricate metal and wood work ,1
6651,as were the stained glass windows ,this facility was recently constructed ,0
6652,and intricate metal and wood work ,the headstones in the graveyard outside of the church were even detailed ,1
6653,and intricate metal and wood work ,i now introduce a man who probably needs no introduction  mr   male  sampson ,0
6654,after the ceremony was over i was getting restless ,i said goodbye to everyone and then left ,1
6655,after the ceremony was over i was getting restless ,we needed a couple distractions on our trip out ,0
6656,i said goodbye to everyone and then left ,i stopped at a store to do some shopping ,1
6657,i said goodbye to everyone and then left ,this club has many activities  such as swimming ,0
6658,i stopped at a store to do some shopping ,i bought some clothes and a stuffed animal ,1
6659,i stopped at a store to do some shopping ,getting ready to take apart the clock for the upgrade ,0
6660,i bought some clothes and a stuffed animal ,it was a lot of fun ,1
6661,i bought some clothes and a stuffed animal ,the first day of school is arriving soon  so i placed an order for school supplies ,0
6662,february s hockey game was a lot of fun to watch ,i was especially rooting for this player ,1
6663,february s hockey game was a lot of fun to watch ,this is our first trip to location ,0
6664,i was especially rooting for this player ,here the goalie tries to block a score ,1
6665,i was especially rooting for this player ,today i decided to leave the house and go to the farmer s market ,0
6666,here the goalie tries to block a score ,there was some intense playing in the rink that day ,1
6667,here the goalie tries to block a score ,i had a great time at the seminar yesterday ,0
6668,there was some intense playing in the rink that day ,i held my breath in anticipation ,1
6669,there was some intense playing in the rink that day ,the field was so filled with beautiful flowers and animals ,0
6670,the newsman showed how bad the garbage has gotten at the bottom of the village ,the garbage is all the way down to the ditch in front of the buildings ,1
6671,the newsman showed how bad the garbage has gotten at the bottom of the village ,the god of fog and mist was angry ,0
6672,the garbage is all the way down to the ditch in front of the buildings ,animals will find their way to the garbage to eat it ,1
6673,the garbage is all the way down to the ditch in front of the buildings ,they celebrating their first anniversary by going out to eat ,0
6674,animals will find their way to the garbage to eat it ,it is beginning to blend in with the water ,1
6675,animals will find their way to the garbage to eat it ,a full moon brings a melancholy mood the forest below ,0
6676,it is beginning to blend in with the water ,it makes a sad and gross picture as the hotel is the backdrop ,1
6677,it is beginning to blend in with the water ,the group had a great night out at the brewery restaurant ,0
6678,this man was the host of our party ,he invited his dad who did a lot of the lighting ,1
6679,this man was the host of our party ,these two woman finally got a chance to meet ,0
6680,he invited his dad who did a lot of the lighting ,his mother and aunt provided the food ,1
6681,he invited his dad who did a lot of the lighting ,my first party in the dorm ,0
