,sentences1,sentences2,is_similar
7179,he talked with for awhile,the donkey woke up to drink water,0
7180,we got to meet his team,another man came to,1
7181,we got to meet his team,the guy was getting saw the christmas tree,0
7182,another man came to,the chief waved to as,1
7183,another man came to,the man was talking to the students,0
7184,shall we,my husband dances is,1
7185,shall we,the landscape screenshots come,0
7186,my husband dances is, cutting the cake,1
7187,my husband dances is,the sun arose  i took a picture of this,0
7188, cutting the cake,here are some of our guest  thank of for coming,1
7189, cutting the cake,we,0
7190,my husband went to a halloween costume party,our friends male dressed,1
7191,my husband went to a halloween costume party,grandma reading the pamphlet,0
7192,our friends male dressed,i loved the iconic outfits,1
7193,our friends male dressed,today was the day but he needed a costume,0
7194,i loved the iconic outfits,there is always room for two at costumes parties,1
7195,i loved the iconic outfits,the beekeepers gathered around the bees,0
7196,there is always room for two at costumes parties,one were  they stole the,1
7197,there is always room for two at costumes parties,it was,0
7198,the couple went to an open house,they were thinking about buying the house,1
7199,they were thinking about buying the house,they look like,1
7200,they were thinking about buying the house,started the day with,0
7201,they look like,there was plenty of storage space,1
7202,they look like,friends gathered for a party,0
7203,there was plenty of storage space,there was a the,1
7204,there was a the,mom liked the house most,1
7205,there was a the,easy making sure nothing goes wrong,0
7206,it is the best hat contest,competitor  has a black hat,1
7207,it is the best hat contest,my little brother wanted to be some kind of character an anime,0
7208,competitor  has a black hat,the judge is impressed by the first contestant,1
7209,competitor  has a black hat,i love growing flowers  but there are a varieties,0
7210,the judge is impressed by the first contestant,some fools show up without a hat but they are allowed to stay,1
7211,the judge is impressed by the first contestant,there was a book signing event,0
7212,some fools show up without a hat but they are allowed to stay,the winner strikes a pose,1
7213,some fools show up without a hat but they are allowed to stay,i was so glad to attend the graduation ceremony,0
7214,looks like halloween reporting has,do i look,1
7215,looks like halloween reporting has,i went and had some lobster,0
7216,do i look,this scare crow would make the corn field,1
7217,do i look,i took my best friend,0
7218,this scare crow would make the corn field,i m in love,1
7219,this scare crow would make the corn field,we attended lilac,0
7220,i m in love,dude  how about a purple,1
7221,i m in love,a pristine night after the opera,0
7222,my daughter s school hosted a talent contest,a large group put their talent on display,1
7223,my daughter s school hosted a talent contest,i attended a funeral,0
7224,a large group put their talent on display,another large group kids sang a couple of hit songs,1
7225,a large group put their talent on display,boots  scarves  handbags were the table,0
7226,another large group kids sang a couple of hit songs,i was moved,1
7227,another large group kids sang a couple of hit songs,we had a great,0
7228,i was moved,the winners of the talent contest sang an excellent rendition male,1
7229,i was moved,they were paying tribute to one of there colleges he was with press confrence,0
7230,was adventurous at the party,the life of the party with this joker s outfit,1
7231,was adventurous at the party,the mom had dressed her kids in cute costumes,0
7232,the life of the party with this joker s outfit,suzy was smiles in a toga,1
7233,the life of the party with this joker s outfit,the,0
7234,the friends got to have a movies night,they decided on a organization movie,1
7235,the friends got to have a movies night,this is a picture of trip to location,0
7236,they decided on a organization movie,not the friends wanted to have their picture taken,1
7237,they decided on a organization movie,fans were there to meet asked the,0
7238,not the friends wanted to have their picture taken,the movie started and they sat to watch,1
7239,the movie started and they sat to watch,some fell asleep,1
7240,the movie started and they sat to watch,a track,0
7241,i met a girl in an game,she was supposed to meet,1
7242,i met a girl in an game,there were nt many cars on the road,0
7243,no one ever wants to meet,i have a better shot at getting a girl,1
7244,no one ever wants to meet,this is the newest night club,0
7245,the couple visited the house of the location location,there were all kinds like this,1
7246,the couple visited the house of the location location,the couple went to an open house,0
7247,there were all kinds like this,there was a view of the dock,1
7248,there were all kinds like this,soldiers coming into a place of worship to carry on tradition,0
7249,there was a view of the dock,you could take a tour of the property,1
7250,there was a view of the dock,the turkey was cooked so,0
7251,you could take a tour of the property,it was a nice place,1
7252,you could take a tour of the property,dress get their is,0
7253,the kids dress up for the halloween party,this tot is a spooky,1
7254,the kids dress up for the halloween party,festive snacks were laid out before the carving began,0
7255,this tot is a spooky,some are creepy and some are as favorite movie characters,1
7256,this tot is a spooky,class was fun,0
7257,some are creepy and some are as favorite movie characters,too much partying has put to,1
7258,some are creepy and some are as favorite movie characters,it was a spooky night as everyone prepared for halloween festivities,0
7259,too much partying has put to,it he s ready for some,1
7260,too much partying has put to,the cars were parked in a line,0
7261,it he s ready for some,halloween is a favorite holiday,1
7262,it he s ready for some,he was nervous,0
